area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,high_value,cluster
Super built-up  Area,Ready To Move,1st Phase JP Nagar,2059.0,3.0,2.0,225.0,3,10927.634774162214,1,3
Super built-up  Area,21-Jan,Kanakpura Road,525.0,1.0,1.0,30.0,1,5714.285714285715,0,2
Super built-up  Area,18-May,Bhoganhalli,1447.0,2.0,1.0,75.97,2,5250.172771250864,0,2
Super built-up  Area,20-Dec,Whitefield,1269.0,2.0,1.0,75.0,2,5910.16548463357,0,0
Plot  Area,18-Apr,other,4800.0,4.0,0.0,700.0,4,14583.333333333334,1,1
Super built-up  Area,Ready To Move,Talaghattapura,1150.0,2.0,0.0,28.0,2,2434.782608695652,0,2
Super built-up  Area,Ready To Move,Marathahalli,1208.0,2.0,2.0,70.0,2,5794.701986754967,0,0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1185.0,2.0,1.0,45.5,2,3839.662447257384,0,2
Plot  Area,Ready To Move,other,1200.0,3.0,1.0,130.0,3,10833.333333333334,1,3
Super built-up  Area,Ready To Move,Anekal,888.0,2.0,1.0,34.0,2,3828.828828828829,0,2
Built-up  Area,Ready To Move,other,532.0,1.0,1.0,22.49,1,4227.443609022556,0,2
Super built-up  Area,Ready To Move,other,1060.0,3.0,1.0,62.0,3,5849.056603773585,0,0
Built-up  Area,Ready To Move,Electronic City,700.0,1.0,1.0,35.0,1,5000.0,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1175.0,2.0,1.0,47.0,2,4000.0,0,2
Super built-up  Area,19-Dec,Binny Pete,1365.0,2.0,1.0,122.0,2,8937.728937728938,1,3
Super built-up  Area,Ready To Move,Doddathoguru,984.0,2.0,1.0,51.0,2,5182.926829268293,0,2
Super built-up  Area,Ready To Move,Jalahalli East,1475.0,3.0,2.0,96.0,3,6508.474576271186,0,0
Super built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,79.0,2,6076.923076923077,0,0
Super built-up  Area,Ready To Move,other,1550.0,2.0,3.0,160.0,2,10322.58064516129,1,3
Built-up  Area,Ready To Move,Akshaya Nagar,1666.0,3.0,2.0,95.0,3,5702.280912364946,0,0
Plot  Area,Ready To Move,Akshaya Nagar,1410.0,4.0,2.0,160.0,4,11347.517730496455,1,3
Plot  Area,18-Mar,Yelahanka,4025.0,5.0,3.0,800.0,4,19875.77639751553,1,1
Super built-up  Area,Ready To Move,Murugeshpalya,1845.0,3.0,3.0,91.0,3,4932.249322493225,0,2
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,1676.0,3.0,3.0,52.0,3,3102.6252983293557,0,2
Super built-up  Area,20-Dec,Uttarahalli,1137.0,2.0,1.0,63.0,2,5540.8970976253295,0,2
Super built-up  Area,Ready To Move,Electronic City,1360.0,2.0,1.0,70.5,3,5183.823529411765,0,2
Built-up  Area,Ready To Move,Judicial Layout,1700.0,3.0,2.0,155.0,3,9117.64705882353,1,3
Super built-up  Area,18-May,Kasavanhalli,2170.0,3.0,2.0,151.0,3,6958.52534562212,1,0
Built-up  Area,Ready To Move,Electronic City Phase II,1790.0,3.0,3.0,100.0,3,5586.592178770949,1,0
Super built-up  Area,Ready To Move,Doddathoguru,550.0,1.0,1.0,17.0,1,3090.909090909091,0,2
Built-up  Area,Ready To Move,Somasundara Palya,1033.0,2.0,2.0,48.0,2,4646.660212971927,0,2
Built-up  Area,Ready To Move,other,1000.0,2.0,1.0,80.0,2,8000.0,0,0
Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2,4416.761041902605,0,2
Built-up  Area,15-Jun,other,1500.0,2.0,0.0,97.0,3,6466.666666666667,0,0
Super built-up  Area,Ready To Move,Marathahalli,1730.0,3.0,3.0,139.0,3,8034.682080924856,1,0
Super built-up  Area,Ready To Move,Whitefield,1545.0,3.0,2.0,79.0,3,5113.26860841424,0,2
Super built-up  Area,19-Mar,other,1865.0,4.0,2.0,140.0,3,7506.702412868633,1,0
Super built-up  Area,Ready To Move,Hebbal Kempapura,1150.0,2.0,2.0,40.0,2,3478.2608695652175,0,2
Built-up  Area,Ready To Move,Kengeri,963.0,2.0,2.0,40.0,2,4153.686396677051,0,2
Plot  Area,Ready To Move,other,1200.0,3.0,1.0,120.0,3,10000.0,1,3
Built-up  Area,Ready To Move,Kaikondrahalli,1700.0,4.0,2.0,108.0,4,6352.941176470588,1,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,1682.0,3.0,1.0,120.0,3,7134.36385255648,1,0
Super built-up  Area,21-Mar,Hennur Road,901.0,2.0,1.0,49.5,2,5493.895671476138,0,2
Super built-up  Area,Ready To Move,Ambalipura,1730.0,3.0,1.0,120.0,3,6936.416184971098,1,0
Plot  Area,Ready To Move,Konanakunte,1200.0,4.0,0.0,125.0,4,10416.666666666666,1,3
Super built-up  Area,Ready To Move,EPIP Zone,1500.0,3.0,3.0,102.0,3,6800.0,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,3785.0,6.0,2.0,280.0,4,7397.622192866578,1,0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1357.0,2.0,2.0,54.0,2,3979.3662490788506,0,2
Built-up  Area,Ready To Move,Yelahanka New Town,350.0,1.0,1.0,13.5,1,3857.1428571428573,0,2
Plot  Area,Ready To Move,Ramamurthy Nagar,1400.0,3.0,3.0,200.0,3,14285.714285714286,1,1
Super built-up  Area,Ready To Move,Sarjapur  Road,835.0,1.0,1.0,46.95,1,5622.754491017964,0,2
Plot  Area,Ready To Move,other,815.0,3.0,2.0,160.0,2,19631.9018404908,1,1
Super built-up  Area,Ready To Move,Haralur Road,1444.0,2.0,1.0,80.0,3,5540.16620498615,0,2
Super built-up  Area,Ready To Move,Kanakapura,1277.0,2.0,2.0,55.0,2,4306.969459671104,0,2
Super built-up  Area,Ready To Move,Lingadheeranahalli,1521.0,3.0,1.0,94.71,3,6226.824457593689,0,0
Super built-up  Area,Ready To Move,Vasanthapura,995.0,2.0,1.0,34.82,2,3499.497487437186,0,2
Super built-up  Area,Ready To Move,Old Madras Road,2760.0,5.0,2.0,157.0,3,5688.405797101449,1,0
Built-up  Area,Ready To Move,Marathahalli,1325.0,1.0,1.0,92.0,2,6943.396226415094,0,0
Built-up  Area,Ready To Move,Kothanur,4000.0,6.0,2.0,150.0,6,3750.0,1,2
Built-up  Area,Ready To Move,Marathahalli,1525.0,3.0,2.0,90.0,3,5901.639344262295,0,0
Super built-up  Area,Ready To Move,Electronics City Phase 1,650.0,1.0,1.0,23.0,1,3538.4615384615386,0,2
Built-up  Area,Ready To Move,Old Airport Road,1858.0,2.0,1.0,167.0,3,8988.15931108719,1,3
Super built-up  Area,Ready To Move,Electronic City Phase II,769.0,2.0,1.0,40.0,2,5201.560468140442,0,2
Super built-up  Area,Ready To Move,Electronic City,1571.0,3.0,2.0,105.0,3,6683.64099299809,1,0
Super built-up  Area,Ready To Move,Hennur Road,1445.0,3.0,1.0,86.56,3,5990.311418685121,0,0
Super built-up  Area,Ready To Move,Hosur Road,1590.0,2.0,2.0,135.0,3,8490.566037735849,1,0
Super built-up  Area,Ready To Move,Bommasandra,902.0,2.0,2.0,49.0,2,5432.372505543237,0,2
Plot  Area,18-Mar,Sarjapur,2238.0,3.0,1.0,140.0,3,6255.585344057194,1,0
Built-up  Area,Ready To Move,Haralur Road,1088.0,2.0,1.0,68.0,2,6250.0,0,0
Plot  Area,Ready To Move,other,2150.0,6.0,3.0,205.0,6,9534.883720930233,1,3
Super built-up  Area,Ready To Move,Kundalahalli,1920.0,3.0,2.0,150.0,3,7812.5,1,0
Plot  Area,Ready To Move,Margondanahalli,1000.0,2.0,0.0,57.0,2,5700.0,0,0
Built-up  Area,Ready To Move,Horamavu Agara,1106.0,2.0,1.0,43.09,2,3896.021699819168,0,2
Built-up  Area,21-Dec,Thanisandra,923.0,1.0,1.0,45.69,1,4950.162513542795,0,2
Plot  Area,18-Aug,Sarjapur  Road,2900.0,3.0,2.0,285.0,3,9827.586206896553,1,3
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2,6382.978723404255,0,0
Built-up  Area,Ready To Move,Thubarahalli,975.0,2.0,1.0,55.0,2,5641.025641025641,0,2
Super built-up  Area,Ready To Move,Hebbal,2400.0,4.0,1.0,180.0,3,7500.0,1,0
Super built-up  Area,Ready To Move,Harlur,1758.0,3.0,2.0,133.0,3,7565.415244596132,1,0
Super built-up  Area,19-Dec,Hebbal,1255.0,2.0,1.0,77.68,3,6189.641434262949,0,0
Built-up  Area,Ready To Move,Pai Layout,1100.0,2.0,2.0,50.0,2,4545.454545454545,0,2
Super built-up  Area,18-Dec,Ramamurthy Nagar,1170.0,2.0,2.0,46.8,2,4000.0,0,2
Built-up  Area,17-Dec,Hebbal,1420.0,2.0,2.0,107.0,2,7535.211267605634,1,0
Super built-up  Area,19-Jan,Kanakpura Road,1591.0,3.0,1.0,115.0,3,7228.158390949088,1,0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,120.0,3,7142.857142857143,1,0
Plot  Area,Ready To Move,other,675.0,3.0,1.0,52.0,2,7703.7037037037035,0,0
Super built-up  Area,19-Dec,Hoodi,1055.0,2.0,1.0,57.63,2,5462.559241706161,0,2
Super built-up  Area,Ready To Move,Iblur Village,1918.0,3.0,2.0,129.0,3,6725.7559958289885,1,0
Super built-up  Area,18-Jan,Sarjapur  Road,1280.0,2.0,1.0,76.0,2,5937.5,0,0
Super built-up  Area,Ready To Move,Talaghattapura,2106.0,3.0,2.0,126.0,3,5982.9059829059825,1,0
Super built-up  Area,Ready To Move,other,1801.0,3.0,2.0,139.0,3,7717.9344808439755,1,0
Super built-up  Area,Ready To Move,Rajaji Nagar,1718.0,3.0,2.0,288.0,2,16763.678696158324,1,1
Super built-up  Area,19-Jun,Hebbal,1320.0,2.0,1.0,92.0,2,6969.69696969697,0,0
Built-up  Area,Ready To Move,other,2990.0,4.0,2.0,324.0,4,10836.120401337792,1,3
Built-up  Area,Ready To Move,Kalyan nagar,3800.0,5.0,3.0,300.0,4,7894.736842105263,1,0
Super built-up  Area,Ready To Move,Bannerghatta Road,1893.0,3.0,2.0,100.0,3,5282.620179609086,1,2
Super built-up  Area,Ready To Move,Chandapura,1107.0,2.0,1.0,43.0,3,3884.3721770551037,0,2
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2,6302.5210084033615,0,0
Plot  Area,Ready To Move,other,2400.0,2.0,1.0,160.0,2,6666.666666666667,1,0
Super built-up  Area,Ready To Move,Kumaraswami Layout,1000.0,2.0,1.0,48.5,2,4850.0,0,2
Super built-up  Area,Ready To Move,Jalahalli,2113.0,3.0,2.0,155.0,3,7335.541883577851,1,0
Built-up  Area,Ready To Move,KR Puram,1100.0,2.0,1.0,46.0,2,4181.818181818182,0,2
Super built-up  Area,Ready To Move,Kudlu,1027.0,2.0,2.0,43.0,2,4186.952288218111,0,2
Built-up  Area,18-May,other,1150.0,2.0,1.0,75.0,2,6521.739130434783,0,0
Plot  Area,Ready To Move,other,1200.0,3.0,2.0,165.0,3,13750.0,1,1
Super built-up  Area,18-Aug,Kudlu Gate,703.0,1.0,1.0,52.0,1,7396.870554765292,0,0
Super built-up  Area,Ready To Move,Bellandur,1195.0,2.0,2.0,51.0,2,4267.782426778243,0,2
Super built-up  Area,Ready To Move,Narayanapura,1302.0,2.0,1.0,69.1,2,5307.219662058371,0,2
Super built-up  Area,19-Aug,Begur Road,1583.0,3.0,1.0,74.4,3,4699.936828806065,0,2
Super built-up  Area,Ready To Move,Whitefield,3262.0,4.0,2.0,260.0,4,7970.570202329859,1,0
Built-up  Area,18-Jan,Electronic City,1600.0,3.0,2.0,104.0,3,6500.0,1,0
Super built-up  Area,Ready To Move,Old Airport Road,1150.0,2.0,1.0,90.0,2,7826.086956521739,0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1263.0,2.0,1.0,78.0,2,6175.771971496437,0,0
Super built-up  Area,20-May,Kanakpura Road,1299.0,2.0,2.0,85.0,2,6543.4949961508855,0,0
Super built-up  Area,Ready To Move,Banashankari,1330.0,2.0,1.0,78.0,2,5864.661654135339,0,0
Built-up  Area,Ready To Move,Bannerghatta Road,1600.0,3.0,2.0,95.0,3,5937.5,0,0
Super built-up  Area,Ready To Move,other,1390.0,2.0,2.0,80.0,3,5755.395683453237,0,0
Super built-up  Area,Ready To Move,other,1550.0,2.0,2.0,90.0,3,5806.451612903225,0,0
Built-up  Area,Ready To Move,Hebbal,919.0,2.0,1.0,49.0,2,5331.882480957563,0,2
Super built-up  Area,Ready To Move,Gunjur,1195.0,2.0,2.0,44.0,2,3682.0083682008367,0,2
Super built-up  Area,Ready To Move,Yelenahalli,1159.0,2.0,1.0,60.0,2,5176.8766177739435,0,2
Super built-up  Area,Ready To Move,Harlur,1197.0,2.0,1.0,79.0,2,6599.832915622389,0,0
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.371747211896,1,0
Super built-up  Area,18-May,Bommasandra,1295.0,2.0,1.0,50.28,3,3882.6254826254826,0,2
Super built-up  Area,21-Dec,Whitefield,1132.0,2.0,1.0,79.28,2,7003.533568904593,0,0
Built-up  Area,Ready To Move,other,2350.0,3.0,2.0,400.0,3,17021.27659574468,1,1
Super built-up  Area,19-Dec,Hebbal,1645.0,3.0,2.0,135.0,3,8206.686930091186,1,0
Plot  Area,Ready To Move,Whitefield,3000.0,4.0,0.0,330.0,4,11000.0,1,3
Super built-up  Area,Ready To Move,Marathahalli,1937.0,3.0,2.0,140.0,3,7227.671657201859,1,0
Super built-up  Area,Ready To Move,Doddathoguru,1015.0,2.0,2.0,33.5,2,3300.4926108374384,0,2
Super built-up  Area,Ready To Move,Kathriguppe,1350.0,2.0,2.0,80.99,3,5999.259259259258,0,0
Super built-up  Area,Ready To Move,Kothanur,1185.0,2.0,2.0,59.0,2,4978.9029535864975,0,2
Super built-up  Area,Ready To Move,Domlur,1720.0,3.0,1.0,135.0,3,7848.837209302325,1,0
Super built-up  Area,Ready To Move,Hebbal,2080.0,3.0,3.0,175.0,3,8413.461538461539,1,0
Plot  Area,Ready To Move,other,1500.0,3.0,1.0,87.0,3,5800.0,0,0
Super built-up  Area,Ready To Move,Yelahanka,1566.0,3.0,2.0,97.0,3,6194.125159642401,0,0
Super built-up  Area,Ready To Move,Rajaji Nagar,2386.0,3.0,2.0,334.0,3,13998.323554065382,1,1
Plot  Area,Ready To Move,other,1500.0,4.0,0.0,110.0,4,7333.333333333333,1,0
Super built-up  Area,Ready To Move,KR Puram,1290.0,2.0,1.0,49.02,2,3800.0,0,2
Super built-up  Area,Ready To Move,other,1839.0,3.0,3.0,165.0,3,8972.26753670473,1,3
Plot  Area,Ready To Move,other,4200.0,4.0,1.0,760.0,4,18095.238095238095,1,1
Built-up  Area,Ready To Move,Kaval Byrasandra,1100.0,2.0,1.0,46.0,2,4181.818181818182,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1315.0,2.0,2.0,74.0,3,5627.376425855513,0,0
Super built-up  Area,Ready To Move,Anandapura,1141.0,2.0,1.0,42.75,2,3746.7134092900965,0,2
Super built-up  Area,Ready To Move,AECS Layout,1080.0,2.0,2.0,55.0,2,5092.592592592592,0,2
Super built-up  Area,Ready To Move,HBR Layout,1200.0,2.0,2.0,60.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,Varthur,1111.0,2.0,2.0,41.88,2,3769.57695769577,0,2
Super built-up  Area,Ready To Move,NGR Layout,1022.0,2.0,1.0,45.9,2,4491.19373776908,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,1275.0,2.0,2.0,65.0,2,5098.0392156862745,0,2
Super built-up  Area,Ready To Move,other,900.0,2.0,1.0,70.0,2,7777.777777777777,0,0
Super built-up  Area,Ready To Move,Battarahalli,1135.0,2.0,3.0,43.0,2,3788.546255506608,0,2
Super built-up  Area,Ready To Move,Kudlu Gate,1535.0,3.0,2.0,86.0,3,5602.605863192182,0,0
Super built-up  Area,17-Nov,Nagavarapalya,1392.0,2.0,1.0,130.0,2,9339.080459770115,1,3
Super built-up  Area,Ready To Move,Bellandur,1050.0,2.0,2.0,72.0,2,6857.142857142857,0,0
Super built-up  Area,19-Jun,Hosa Road,1513.0,3.0,1.0,103.0,3,6807.666886979511,1,0
Super built-up  Area,Ready To Move,Gottigere,1621.0,3.0,3.0,72.0,3,4441.702652683529,0,2
Super built-up  Area,Ready To Move,Bannerghatta Road,892.0,2.0,1.0,39.0,2,4372.197309417041,0,2
Super built-up  Area,18-Dec,Hebbal,1355.0,3.0,2.0,83.87,3,6189.667896678967,0,0
Super built-up  Area,Ready To Move,Indira Nagar,1400.0,2.0,2.0,168.0,2,12000.0,1,3
Super built-up  Area,18-Nov,Kengeri,726.0,2.0,1.0,35.0,2,4820.936639118458,0,2
Plot  Area,Ready To Move,other,1500.0,3.0,2.0,149.0,3,9933.333333333334,1,3
Super built-up  Area,Ready To Move,Hebbal,3895.0,4.0,2.0,405.0,4,10397.946084724004,1,3
Super built-up  Area,18-Dec,Horamavu Agara,1079.0,2.0,2.0,41.0,2,3799.8146431881373,0,2
Super built-up  Area,Ready To Move,Begur Road,1170.0,2.0,2.0,46.0,2,3931.6239316239316,0,2
Super built-up  Area,Ready To Move,Doddathoguru,1104.0,2.0,2.0,39.0,2,3532.608695652174,0,2
Built-up  Area,Ready To Move,Hormavu,4818.0,4.0,3.0,390.0,4,8094.64508094645,1,0
Super built-up  Area,21-May,Kogilu,1559.0,3.0,2.0,127.0,3,8146.247594611931,1,0
Super built-up  Area,Ready To Move,Benson Town,1750.0,3.0,3.0,150.0,3,8571.42857142857,1,0
Super built-up  Area,18-Jul,Ramagondanahalli,1215.0,2.0,1.0,45.5,2,3744.855967078189,0,2
Super built-up  Area,21-Feb,Talaghattapura,1868.0,3.0,1.0,135.0,3,7226.980728051391,1,0
Super built-up  Area,Ready To Move,Sarjapur  Road,1691.0,3.0,1.0,98.0,3,5795.38734476641,0,0
Built-up  Area,Ready To Move,Ardendale,4355.0,3.0,1.0,350.0,5,8036.739380022962,1,0
Super built-up  Area,17-Oct,Hulimavu,1225.0,2.0,2.0,55.0,2,4489.7959183673465,0,2
Super built-up  Area,Ready To Move,JP Nagar,1690.0,3.0,2.0,112.0,3,6627.218934911242,1,0
Super built-up  Area,Ready To Move,Thigalarapalya,1418.0,2.0,2.0,103.0,2,7263.7517630465445,1,0
Super built-up  Area,Ready To Move,Kasturi Nagar,1896.0,3.0,1.0,125.0,4,6592.827004219409,1,0
Super built-up  Area,17-Sep,Sonnenahalli,605.0,1.0,1.0,40.0,1,6611.570247933884,0,0
Super built-up  Area,Ready To Move,Electronic City Phase II,900.0,2.0,2.0,32.5,2,3611.1111111111113,0,2
Plot  Area,Ready To Move,other,750.0,2.0,0.0,50.0,1,6666.666666666667,0,0
Super built-up  Area,Ready To Move,Ananth Nagar,908.0,2.0,1.0,26.0,2,2863.4361233480176,0,2
Super built-up  Area,Ready To Move,Thanisandra,3216.0,4.0,1.0,226.0,4,7027.363184079602,1,0
Plot  Area,Ready To Move,BEML Layout,2400.0,4.0,1.0,225.0,5,9375.0,1,3
Built-up  Area,Ready To Move,Iblur Village,1400.0,2.0,2.0,68.0,2,4857.142857142857,0,2
Super built-up  Area,Ready To Move,Kudlu,1092.0,2.0,2.0,44.0,2,4029.3040293040294,0,2
Super built-up  Area,Ready To Move,Hulimavu,1255.0,2.0,2.0,74.0,2,5896.414342629482,0,0
Built-up  Area,Ready To Move,Electronic City,1500.0,2.0,1.0,100.0,3,6666.666666666667,1,0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,925.0,2.0,3.0,38.0,2,4108.108108108108,0,2
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1023.0,2.0,2.0,42.0,2,4105.571847507332,0,2
Built-up  Area,Ready To Move,other,600.0,3.0,2.0,75.0,2,12500.0,0,3
Super built-up  Area,17-Jul,Choodasandra,1530.0,3.0,2.0,77.0,3,5032.679738562091,0,2
Super built-up  Area,Ready To Move,Hosakerehalli,1925.0,2.0,1.0,50.0,2,2597.4025974025976,0,2
Super built-up  Area,Ready To Move,Kogilu,1190.0,2.0,2.0,50.66,2,4257.142857142857,0,2
Built-up  Area,Ready To Move,6th Phase JP Nagar,1140.0,2.0,2.0,65.0,2,5701.754385964912,0,0
Super built-up  Area,Ready To Move,Green Glen Layout,1725.0,3.0,2.0,130.0,3,7536.231884057971,1,0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,50.0,3,4651.162790697675,0,2
Super built-up  Area,Ready To Move,Kannamangala,1574.0,3.0,1.0,93.34,3,5930.114358322745,0,0
Built-up  Area,Ready To Move,Sanjay nagar,965.0,1.0,1.0,32.0,1,3316.062176165803,0,2
Super built-up  Area,Ready To Move,Kambipura,1082.0,2.0,1.0,55.0,3,5083.179297597043,0,2
Super built-up  Area,Ready To Move,Uttarahalli,1215.0,2.0,2.0,52.85,3,4349.794238683127,0,2
Super built-up  Area,Ready To Move,Hebbal,2483.0,5.0,2.0,230.0,4,9262.988320579943,1,3
Super built-up  Area,Ready To Move,other,1500.0,1.0,1.0,19.5,1,1300.0,0,2
Super built-up  Area,Ready To Move,Ardendale,3198.0,4.0,2.0,250.0,4,7817.385866166354,1,0
Super built-up  Area,19-Oct,Hebbal,2600.0,3.0,2.0,195.0,3,7500.0,1,0
Plot  Area,Ready To Move,other,1200.0,2.0,1.0,160.0,2,13333.333333333334,1,3
Super built-up  Area,Ready To Move,Pai Layout,1255.0,2.0,1.0,80.0,2,6374.501992031873,0,0
Super built-up  Area,Ready To Move,other,1904.0,3.0,3.0,155.0,3,8140.756302521008,1,0
Super built-up  Area,Ready To Move,Somasundara Palya,1329.0,2.0,2.0,70.0,2,5267.11813393529,0,2
Plot  Area,Ready To Move,Chandapura,1200.0,2.0,1.0,60.0,2,5000.0,0,2
Super built-up  Area,Ready To Move,Murugeshpalya,2135.0,3.0,2.0,160.0,3,7494.145199063232,1,0
Super built-up  Area,Ready To Move,other,2770.0,4.0,3.0,315.0,3,11371.841155234657,1,3
Built-up  Area,19-Dec,other,813.0,1.0,1.0,39.0,1,4797.047970479704,0,2
Plot  Area,Ready To Move,Doddaballapur,3876.0,3.0,1.0,300.0,3,7739.938080495356,1,0
Super built-up  Area,Ready To Move,Kalena Agrahara,800.0,2.0,2.0,30.0,2,3750.0,0,2
Super built-up  Area,Ready To Move,Akshaya Nagar,1575.0,3.0,2.0,90.0,3,5714.285714285715,0,0
Super built-up  Area,Ready To Move,other,1630.0,2.0,2.0,97.78,3,5998.773006134969,0,0
Super built-up  Area,Ready To Move,NGR Layout,1020.0,2.0,2.0,48.45,2,4750.0,0,2
Built-up  Area,Ready To Move,other,2425.0,4.0,3.0,173.0,4,7134.020618556701,1,0
Super built-up  Area,18-Mar,Varthur,1097.0,2.0,1.0,33.82,2,3082.9535095715587,0,2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1070.0,2.0,1.0,50.0,2,4672.897196261682,0,2
Super built-up  Area,Ready To Move,Kumaraswami Layout,1000.0,2.0,1.0,58.0,2,5800.0,0,0
Built-up  Area,Ready To Move,Jigani,937.0,2.0,1.0,44.0,2,4695.837780149413,0,2
Built-up  Area,Ready To Move,Green Glen Layout,1075.0,2.0,1.0,60.0,2,5581.395348837209,0,2
Super built-up  Area,18-Feb,Panathur,1000.0,2.0,1.0,65.3,2,6530.0,0,0
Super built-up  Area,Ready To Move,Babusapalaya,1050.0,2.0,3.0,45.0,2,4285.714285714285,0,2
Super built-up  Area,Ready To Move,Marathahalli,1350.0,2.0,1.0,86.0,2,6370.37037037037,0,0
Super built-up  Area,Ready To Move,Mallasandra,1325.0,2.0,1.0,70.0,2,5283.018867924528,0,2
Super built-up  Area,18-Apr,Devanahalli,1174.0,2.0,1.0,59.0,2,5025.553662691653,0,2
Super built-up  Area,Ready To Move,Hosur Road,1890.0,3.0,2.0,162.0,3,8571.42857142857,1,0
Super built-up  Area,Ready To Move,other,735.0,1.0,1.0,75.0,1,10204.081632653062,0,3
Built-up  Area,Ready To Move,other,500.0,1.0,0.0,24.0,1,4800.0,0,2
Super built-up  Area,Ready To Move,Gottigere,1304.0,3.0,3.0,80.0,3,6134.9693251533745,0,0
Built-up  Area,Ready To Move,Yelahanka,1653.0,3.0,2.0,120.0,3,7259.528130671506,1,0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,52.0,3,4837.209302325581,0,2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1212.0,3.0,1.0,42.0,2,3465.3465346534654,0,2
Super built-up  Area,Ready To Move,Rajaji Nagar,3436.0,6.0,3.0,500.0,4,14551.804423748545,1,1
Plot  Area,Ready To Move,other,1200.0,4.0,0.0,145.0,3,12083.333333333334,1,3
Super built-up  Area,Ready To Move,Billekahalli,1140.0,2.0,2.0,50.0,2,4385.964912280701,0,2
Plot  Area,Ready To Move,other,1200.0,2.0,1.0,100.0,2,8333.333333333334,1,0
Super built-up  Area,Ready To Move,Kudlu Gate,1532.0,3.0,2.0,83.0,3,5417.754569190601,0,2
Plot  Area,Ready To Move,Doddaballapur,2776.0,4.0,2.0,195.0,3,7024.495677233429,1,0
Super built-up  Area,18-Dec,Uttarahalli,1325.0,2.0,1.0,53.0,2,4000.0,0,2
Plot  Area,Ready To Move,other,1200.0,3.0,1.0,160.0,3,13333.333333333334,1,3
Plot  Area,Ready To Move,R.T. Nagar,2000.0,4.0,2.0,320.0,4,16000.0,1,1
Super built-up  Area,Ready To Move,Bannerghatta Road,1260.0,2.0,2.0,70.0,2,5555.555555555556,0,2
Super built-up  Area,Ready To Move,Vittasandra,1934.0,2.0,0.0,90.0,2,4653.567735263702,0,2
Super built-up  Area,Ready To Move,Malleshpalya,1060.0,2.0,1.0,40.0,2,3773.5849056603774,0,2
Super built-up  Area,Ready To Move,Kasavanhalli,1476.0,3.0,1.0,95.0,3,6436.314363143631,0,0
Super built-up  Area,Ready To Move,Murugeshpalya,1185.0,2.0,1.0,85.0,2,7172.995780590717,0,0
Super built-up  Area,Ready To Move,other,1265.0,2.0,1.0,82.0,3,6482.213438735178,0,0
Built-up  Area,Ready To Move,EPIP Zone,1280.0,2.0,1.0,69.0,2,5390.625,0,2
Built-up  Area,Ready To Move,Hulimavu,1175.0,2.0,2.0,45.0,2,3829.7872340425533,0,2
Super built-up  Area,Ready To Move,Whitefield,1195.0,2.0,1.0,70.0,2,5857.740585774059,0,0
Super built-up  Area,Ready To Move,Ulsoor,2000.0,3.0,3.0,185.0,3,9250.0,1,3
Super built-up  Area,Ready To Move,Hosur Road,1180.0,2.0,2.0,36.5,2,3093.2203389830506,0,2
